Key,File,Type,UsedInMainMenu,NoTranslate,english,Context / Alternate Text,german,spanish,french,italian,japanese,koreana,polish,brazilian,russian,turkish,schinese,tchinese
packwisely_loading_tip_ammo_pouch,ui,UI,,x,Carrying too much ammo? Craft yourself an Ammo Pouch and stop turning your backpack into a bullet drawer.,,Zu viel Munition im Gepäck? Bau dir eine Munitionstasche und mach aus deinem Rucksack keine Patronenschublade.,¿Cargas demasiada munición? Fabrícate una bolsa de munición y deja de convertir la mochila en un cajón de balas.,Trop de munitions sur le dos ? Fabriquez une poche à munitions et arrêtez de transformer votre sac en tiroir à cartouches.,Troppa munizione addosso? Crea una tasca munizioni e smetti di trasformare lo zaino in un cassetto di proiettili.,弾薬を持ちすぎ？弾薬ポーチを作って、バックパックを弾丸の引き出しにするのはやめよう。,탄약을 너무 많이 들고 다니나요? 탄약 파우치를 만들어 배낭을 탄약 서랍으로 만들지 마세요.,Za dużo amunicji? Zrób ładownicę i przestań zamieniać plecak w szufladę na naboje.,Carregando munição demais? Faça uma bolsa de munição e pare de transformar a mochila numa gaveta de balas.,Слишком много патронов? Сделайте подсумок и перестаньте превращать рюкзак в ящик с боеприпасами.,Çok mu cephane taşıyorsun? Kendine bir Cephane Cebi üret de çantan mermi çekmecesine dönmesin.,弹药带太多？做个弹药包，别再把背包塞成子弹抽屉。,彈藥帶太多？做個彈藥包，別再把背包塞成子彈抽屜。
packwisely_loading_tip_ammo_pouch_title,ui,UI,,x,Ammo Pouch,,Munitionstasche,Bolsa de munición,Poche à munitions,Tasca munizioni,弾薬ポーチ,탄약 파우치,Ładownica na amunicję,Bolsa de munição,Подсумок для боеприпасов,Cephane Cebi,弹药包,彈藥包
packwisely_loading_tip_medical_pouch,ui,UI,,x,Meds scattered everywhere? Wear a Medical Pouch. Panic-healing works better when you can actually find the bandage.,,"Medizin überall verstreut? Trag eine Sanitätstasche. Panikheilung klappt besser, wenn man den Verband findet.",¿Medicinas por todas partes? Ponte una bolsa médica. Curarse en pánico sale mejor cuando encuentras la venda.,Médicaments éparpillés ? Portez une trousse médicale. La panique se soigne mieux quand on trouve le bandage.,Medicine sparse ovunque? Indossa una borsa medica. Curarsi nel panico funziona meglio se trovi la benda.,薬が散らばっている？医療ポーチを付けよう。包帯が見つかるとパニック回復も少しマシになる。,약품이 여기저기 흩어졌나요? 의료 파우치를 착용하세요. 붕대를 찾을 수 있어야 급한 치료도 됩니다.,"Leki wszędzie? Załóż torbę medyczną. Paniczne leczenie działa lepiej, gdy da się znaleźć bandaż.",Remédios espalhados? Use uma bolsa médica. Curar no pânico funciona melhor quando você acha a bandagem.,"Лекарства повсюду? Наденьте медицинскую сумку. Паническое лечение легче, когда бинт не потерян.","İlaçların her yere mi saçıldı? Sıhhiye Çantası tak. Panikle iyileşmek, bandajı gerçekten bulunca daha iyi çalışır.",药品散得到处都是？穿上医疗包。真能找到绷带时，慌乱治疗也会顺手些。,藥品散得到處都是？穿上醫療包。真能找到繃帶時，慌亂治療也會順手些。
packwisely_loading_tip_medical_pouch_title,ui,UI,,x,Medical Pouch,,Sanitätstasche,Bolsa médica,Trousse médicale,Borsa medica,医療ポーチ,의료 파우치,Torba medyczna,Bolsa médica,Медицинский подсумок,Sağlık Cebi,医疗包,醫療包
packwisely_loading_tip_junk_marking,ui,UI,,x,"That pile of junk in your backpack is not going to sort itself. Mark it, scrap it, sell it, move on.",,"Der Plunderhaufen im Rucksack sortiert sich nicht selbst. Markieren, verschrotten, verkaufen, weiterziehen.","Ese montón de basura no se ordena solo. Marca, desguaza, vende y sigue adelante.","Ce tas de rebuts ne se rangera pas tout seul. Marquez, recyclez, vendez, avancez.","Quel mucchio di rottami non si ordina da solo. Marca, rottama, vendi, vai avanti.",バックパックのガラクタ山は勝手に片付かない。マークして、解体して、売って、先へ進もう。,"배낭 속 잡동사니는 저절로 정리되지 않습니다. 표시하고, 분해하고, 팔고, 계속 가세요.","Ten stos rupieci nie posortuje się sam. Oznacz, zezłomuj, sprzedaj, ruszaj dalej.","Aquela pilha de tralha não vai se organizar sozinha. Marque, sucateie, venda e siga em frente.","Куча хлама в рюкзаке сама себя не рассортирует. Пометьте, разберите, продайте и идите дальше.","Çantandaki hurda yığını kendi kendini ayırmayacak. İşaretle, hurdaya ayır, sat, devam et.",背包里的废品堆不会自己整理。标记、拆解、卖掉，然后继续上路。,背包裡的廢品堆不會自己整理。標記、拆解、賣掉，然後繼續上路。
packwisely_loading_tip_junk_marking_title,ui,UI,,x,Junk Marking,,Plunder markieren,Marcar basura,Marquage des rebuts,Marcatura rottami,ジャンクマーキング,잡동사니 표시,Oznaczanie złomu,Marcação de sucata,Пометка хлама,Hurda İşaretleme,垃圾标记,垃圾標記
packwisely_loading_tip_late_tiers,ui,UI,,x,"Heavy ammo rigs and field medic packs are late-game luxuries. Find the schematic first, then earn the upgrade.",,"Schwere Munitionsgeschirre und Feldsanitäter-Packs sind Luxus für später. Erst das Schema finden, dann aufrüsten.","Los equipos pesados de munición y mochilas de sanitario son lujos de final de partida. Primero el esquema, luego la mejora.","Les harnais lourds et sacs de médecin sont des luxes de fin de partie. Trouvez le schéma, puis méritez l’amélioration.","Imbraghi pesanti e zaini medici sono lussi da fine partita. Trova prima lo schema, poi guadagnati l’upgrade.",重装弾薬リグと野戦衛生兵パックは終盤の贅沢品。まず設計図を見つけて、それから強化を勝ち取ろう。,중장비 탄약 리그와 야전 의무병 팩은 후반 사치품입니다. 먼저 설계도를 찾고 업그레이드를 따내세요.,"Ciężkie kamizelki amunicyjne i plecaki medyka to luksus na później. Najpierw schemat, potem ulepszenie.","Coletes pesados e mochilas médicas são luxo de fim de jogo. Ache o esquema primeiro, depois conquiste a melhoria.","Тяжёлые разгрузки и полевые сумки медика — роскошь поздней игры. Сначала найдите схему, потом заслужите улучшение.","Ağır cephane teçhizatları ve sahra sıhhiye çantaları geç oyun lüksüdür. Önce şemayı bul, sonra yükseltmeyi hak et.",重型弹药挂具和战地医护包是后期奢侈品。先找到图纸，再配得上升级。,重型彈藥掛具和戰地醫護包是後期奢侈品。先找到圖紙，再配得上升級。
packwisely_loading_tip_late_tiers_title,ui,UI,,x,Late-Tier Pouches,,Späte Taschenstufen,Bolsas avanzadas,Poches avancées,Borse avanzate,高ティアポーチ,상위 파우치,Późne poziomy kieszeni,Bolsas avançadas,Поздние подсумки,Üst Seviye Cepler,高级包袋,高階包袋
packwisely_loading_tip_smart_medical,ui,UI,,x,"Smart medical use is helpful, not psychic. Hold the medical key when you want to choose the treatment yourself.",,"Smart-Sanität hilft, ist aber kein Hellseher. Halte die Sanitätstaste, wenn du selbst wählen willst.","El uso médico inteligente ayuda, pero no lee la mente. Mantén la tecla médica si quieres elegir el tratamiento.","L’usage médical intelligent aide, mais ne lit pas dans les pensées. Maintenez la touche médicale pour choisir vous-même.","L’uso medico intelligente aiuta, ma non legge nel pensiero. Tieni il tasto medico se vuoi scegliere tu.",スマート医療使用は便利だが、予知能力はない。自分で治療を選びたい時は医療キーを長押ししよう。,스마트 의료 사용은 도움이 되지만 독심술은 아닙니다. 직접 고르고 싶다면 의료 키를 길게 누르세요.,"Inteligentne użycie medyczne pomaga, ale nie czyta w myślach. Przytrzymaj klawisz medyczny, by wybrać samemu.","Uso médico inteligente ajuda, mas não lê mentes. Segure a tecla médica quando quiser escolher o tratamento.","Умное медицинское применение помогает, но мысли не читает. Удерживайте медицинскую клавишу, если хотите выбрать сами.","Akıllı sıhhiye kullanımı faydalıdır, medyum değildir. Tedaviyi kendin seçmek istiyorsan sıhhiye tuşu basılı tut.",智能医疗使用很有用，但不会读心。想自己选治疗方式时，请按住医疗键。,智慧醫療使用很有用，但不會讀心。想自己選治療方式時，請按住醫療鍵。
packwisely_loading_tip_smart_medical_title,ui,UI,,x,Smart Medical Use,,Smarte Sanitätshilfe,Uso médico inteligente,Soin médical intelligent,Uso medico intelligente,スマート医療使用,스마트 의료 사용,Inteligentne leczenie,Uso médico inteligente,Умное лечение,Akıllı Sağlık Kullanımı,智能医疗使用,智慧醫療使用
packwisely_loading_tip_auto_scrap,ui,UI,,x,"Auto Scrap uses the visible crafting queue. No hidden magic, no vanishing junk, just cleaner pockets.",,"Auto-Verschrottung nutzt die sichtbare Herstellungswarteschlange. Keine Zauberei, kein verschwindender Schrott, nur sauberere Taschen.","El autodesguace usa la cola visible de fabricación. Sin magia oculta, sin chatarra desaparecida, solo bolsillos más limpios.","Le recyclage auto utilise la file de fabrication visible. Pas de magie cachée, pas de rebut disparu, juste des poches plus propres.","La rottamazione automatica usa la coda visibile di produzione. Niente magia, niente rottami spariti, solo tasche più pulite.",自動解体は見えているクラフトキューを使う。隠し魔法なし、消えるガラクタなし、ただポケットが少しきれいに。,"자동 분해는 보이는 제작 대기열을 사용합니다. 숨은 마법도, 사라지는 잡동사니도 없이 주머니만 깔끔하게.","Autozłomowanie używa widocznej kolejki wytwarzania. Bez ukrytej magii i znikających rupieci, tylko czystsze kieszenie.","Sucata automática usa a fila visível de criação. Sem magia escondida, sem tralha sumindo, só bolsos mais limpos.","Авторазбор использует видимую очередь крафта. Никакой магии, никакого исчезающего хлама — просто чище карманы.","Otomatik hurda görünen üretim kuyruğunu kullanır. Gizli büyü yok, kaybolan hurda yok, sadece daha temiz cepler.",自动拆解使用可见的制作队列。没有隐藏魔法，没有凭空消失的废品，只有更干净的口袋。,自動拆解使用可見的製作佇列。沒有隱藏魔法，沒有憑空消失的廢品，只有更乾淨的口袋。
packwisely_loading_tip_auto_scrap_title,ui,UI,,x,Auto Scrap,,Auto-Verschrotten,Autodesguace,Recyclage auto,Rottamazione automatica,自動スクラップ,자동 분해,Auto-złomowanie,Reciclagem automática,Авторазбор,Otomatik Parçalama,自动拆解,自動拆解
packwisely_loading_tip_armor_pouch,ui,UI,,x,A pouch on your armor is worth more than ten emergency bandages buried under rotten meat and brass trophies.,,Eine Tasche an der Rüstung ist mehr wert als zehn Notverbände unter Gammelfleisch und Messingtrophäen.,Una bolsa en la armadura vale más que diez vendas de emergencia enterradas bajo carne podrida y trofeos de latón.,Une poche sur l’armure vaut mieux que dix bandages d’urgence sous de la viande pourrie et des trophées en laiton.,Una borsa sull’armatura vale più di dieci bende d’emergenza sepolte sotto carne marcia e trofei d’ottone.,防具のポーチひとつは、腐肉と真鍮の戦利品の下に埋もれた緊急包帯十個より価値がある。,방어구의 파우치 하나가 썩은 고기와 황동 전리품 아래 묻힌 응급 붕대 열 개보다 낫습니다.,Jedna torba na pancerzu jest warta więcej niż dziesięć bandaży pod zgniłym mięsem i mosiężnymi trofeami.,Uma bolsa na armadura vale mais que dez bandagens de emergência enterradas sob carne podre e troféus de latão.,Одна сумка на броне ценнее десяти бинтов под тухлым мясом и латунными трофеями.,"Zırhındaki bir çanta, çürük et ve pirinç ganimetlerin altına gömülmüş on acil bandajdan değerlidir.",护甲上的一个包，比埋在烂肉和黄铜战利品下面的十个急救绷带更值钱。,護甲上的一個包，比埋在爛肉和黃銅戰利品下面的十個急救繃帶更值錢。
packwisely_loading_tip_armor_pouch_title,ui,UI,,x,Armor Pouches,,Rüstungstaschen,Bolsas de armadura,Poches d’armure,Borse per armatura,防具ポーチ,방어구 파우치,Kieszenie pancerza,Bolsas de armadura,Подсумки на броне,Zırh Cepleri,护甲包袋,護甲包袋
packwisely_loading_tip_trader_or_forge,ui,UI,,x,"If a trader wants your junk, mark it for sale. If the forge wants it more, mark it for scrap.",,"Will der Händler deinen Plunder, markiere ihn zum Verkauf. Will der Schmelzofen ihn mehr, markiere ihn zum Verschrotten.","Si el comerciante quiere tu chatarra, márcala para vender. Si la forja la quiere más, márcala para desguazar.","Si le marchand veut vos rebuts, marquez-les à vendre. Si la forge les veut plus, marquez-les à recycler.","Se il mercante vuole la tua roba, marcala per vendita. Se la forgia la vuole di più, marcala da rottamare.",トレーダーがガラクタを欲しがるなら売却マーク。炉の方が欲しがるなら解体マーク。,상인이 잡동사니를 원하면 판매로 표시하세요. 화로가 더 원하면 분해로 표시하세요.,"Jeśli handlarz chce twoich rupieci, oznacz je na sprzedaż. Jeśli piec chce je bardziej, oznacz na złom.","Se o comerciante quer sua tralha, marque para venda. Se a forja quer mais, marque como sucata.",Если торговцу нужен ваш хлам — пометьте на продажу. Если печи он нужнее — пометьте на разбор.,Tüccar hurdalarını istiyorsa satış için işaretle. Ocak daha çok istiyorsa hurda için işaretle.,商人想要你的废品，就标记出售；熔炉更想要，就标记拆解。,商人想要你的廢品，就標記出售；熔爐更想要，就標記拆解。
packwisely_loading_tip_trader_or_forge_title,ui,UI,,x,Trader or Forge,,Händler oder Schmelzofen,Comerciante o forja,Marchand ou forge,Mercante o forgia,トレーダーか炉か,상인 또는 용광로,Handlarz albo kuźnia,Comerciante ou forja,Торговец или кузница,Tüccar mı Ocak mı,商人还是熔炉,商人還是熔爐
