Key,File,Type,UsedInMainMenu,english
eventAECAllInOnePair01_msg,,,false,"Pair 1 incoming: Dumdum and Running K."
eventAECAllInOnePair02_msg,,,false,"Pair 2 incoming: Doomlord and the Witch."
eventAECAllInOnePair03_msg,,,false,"Pair 3 incoming: Electric Demon and Explosive Eagle."
eventAECAllInOnePair04_msg,,,false,"Pair 4 incoming: Hammer Guardian and Mechanician."
eventAECAllInOnePair05_msg,,,false,"Pair 5 incoming: Druid and Executioner."
eventAECAllInOnePair06_msg,,,false,"Pair 6 incoming: Party Beach and Mykir."
eventAECAllInOnePair07_msg,,,false,"Pair 7 incoming: Hellskyli and Rockbreaker."
eventAECAllInOnePair08_msg,,,false,"Pair 8 incoming: The Ghost and Singerie."
eventAECAllInOnePair09_msg,,,false,"Pair 9 incoming: Siren Head and Mushroom."
eventAECAllInOnePair10_msg,,,false,"Final pair incoming: Headless and Archer."
buffAECArcherBossPlayerAura,,,false,"!! ARCHER BOSS"
buffAECArcherBossPlayerAura_desc,,,false,"The Archer Boss is within range. Watch for incoming arrows."
questAECArcherMinionPatrol_name,quests,,false,"Archer Scout Patrol"
questAECArcherMinionPatrol_subtitle,quests,,false,"Survive the Archer Scout Waves"
questAECArcherMinionPatrolPOI_subtitle,quests,,false,"Clear the Archer Forward Position"
questAECArcherMinionPatrol_description,quests,,false,"Archer scouts have been spotted probing the area. Deploy the lure, survive two timed response waves, then kill 2 zombies from the final push."
questAECArcherMinionPatrol_offer,quests,,false,"We've got Archer scouts testing our perimeter. Use the lure, draw them in, and hold through every wave."
questAECArcherMinionPatrol_statement,quests,,false,"Deploy the lure, hold through two scout waves, then kill 2 zombies from the last push."
questAECArcherMinionPatrol_response,quests,,false,"I'll hold through the scout waves."
questAECArcherMinionPatrol_completion,quests,,false,"The Archer patrol has been broken."
questAECArcherMinionPatrolPOI_name,quests,,false,"Archer Scout Patrol - Forward Position"
questAECArcherMinionPatrolPOI_description,quests,,false,"Archer scouts have taken over a nearby position. Clear the location, survive two timed patrol waves, then kill 2 zombies from the final push."
questAECArcherMinionPatrolPOI_offer,quests,,false,"A nearby site has become an Archer lookout. Go in, clear it, and hold when reinforcements arrive."
questAECArcherMinionPatrolPOI_statement,quests,,false,"Clear the site first, hold through two scout waves, then kill 2 zombies from the last push."
questAECArcherMinionPatrolPOI_response,quests,,false,"Moving on the forward position now."
questAECArcherMinionPatrolPOI_completion,quests,,false,"The forward position is clear and the Archer patrol has been broken."
questAECDoomlordArcherMinionPatrol_name,quests,,false,"Joint Patrol — Doomlord & Archer"
questAECDoomlordArcherMinionPatrol_description,quests,,false,"Doomlord troops and Archer scouts have been spotted operating together. Survive two timed mixed patrol waves, then kill 2 zombies from the final push."
questAECDoomlordArcherMinionPatrol_offer,quests,,false,"We've got two different factions working together out there. Doomlord soldiers and those green archer things. Draw them in and hold your ground."
questAECDoomlordArcherMinionPatrol_statement,quests,,false,"Two threats, one operation. I'll hold two mixed waves, then kill 2 zombies from the last push."
questAECDoomlordArcherMinionPatrol_response,quests,,false,"I'll hold through the mixed patrol."
questAECDoomlordArcherMinionPatrol_completion,quests,,false,"The mixed patrol is broken. Good field control."
questAECArcherMinionAssault_name,quests,,false,"Archer Assault"
questAECArcherMinionAssault_subtitle,quests,,false,"Survive the Archer Assault"
questAECArcherMinionAssault_description,quests,,false,"Archer raiders are converging in force. Deploy the lure, survive three timed assault waves, then kill 3 zombies from the final breach."
questAECArcherMinionAssault_offer,quests,,false,"This is no scout screen. Use the lure, draw them in, and hold through the full assault."
questAECArcherMinionAssault_statement,quests,,false,"Deploy the lure, hold through three assault waves, then kill 3 zombies from the final breach."
questAECArcherMinionAssault_response,quests,,false,"I'll hold the line."
questAECArcherMinionAssault_completion,quests,,false,"The Archer assault has been smashed."
questAECArcherMinionAssaultPOI_name,quests,,false,"Archer Assault - Forward Position"
questAECArcherMinionAssaultPOI_subtitle,quests,,false,"Clear the Position and Hold"
questAECArcherMinionAssaultPOI_description,quests,,false,"An Archer-held position has to be cleared first. Take the site, survive three timed reinforcement waves, then kill 3 zombies from the final breach."
questAECArcherMinionAssaultPOI_offer,quests,,false,"Push into the Archer position, clear it, and be ready when the counterattack lands."
questAECArcherMinionAssaultPOI_statement,quests,,false,"I'll clear the position, hold through three assault waves, then kill 3 zombies from the final breach."
questAECArcherMinionAssaultPOI_response,quests,,false,"Moving on the position now."
questAECArcherMinionAssaultPOI_completion,quests,,false,"The position held. The Archer assault is broken."
questAECDoomlordArcherMinionAssault_name,quests,,false,"Joint Assault - Doomlord & Archer"
questAECDoomlordArcherMinionAssault_description,quests,,false,"Doomlord troops are pushing in while Archer raiders screen their advance. Survive three timed heavy mixed assault waves, then kill 3 zombies from the final breach."
questAECDoomlordArcherMinionAssault_offer,quests,,false,"This is no patrol. Doomlord muscle and Archer raiders are coming together in force. Hold the line through every wave."
questAECDoomlordArcherMinionAssault_statement,quests,,false,"Deploy the lure, hold through three heavy mixed waves, then kill 3 zombies from the final breach."
questAECDoomlordArcherMinionAssault_response,quests,,false,"I'll hold the mixed assault."
questAECDoomlordArcherMinionAssault_completion,quests,,false,"The mixed assault has been smashed. The field is yours again."
questAECArcherHorde_name,quests,,false,"Archer Horde"
questAECArcherHorde_subtitle,quests,,false,"Break the Archer Warband"
questAECArcherHorde_description,quests,,false,"A large Archer warband is converging on your position. Use the lure, survive four timed waves, then kill 4 zombies from the final push."
questAECArcherHorde_offer,quests,,false,"Scouts were one thing. This is the full warband. Set the lure, dig in, and break every wave they send."
questAECArcherHorde_statement,quests,,false,"Expect a long fight. Hold four waves, then kill 4 zombies from the final push."
questAECArcherHorde_response,quests,,false,"Understood. I'll break the horde."
questAECArcherHorde_completion,quests,,false,"The Archer horde is broken. Good kill zone."
questAECArcherHordePOI_name,quests,,false,"Archer Horde - Strongpoint"
questAECArcherHordePOI_subtitle,quests,,false,"Clear the Strongpoint and Hold"
questAECArcherHordePOI_description,quests,,false,"An Archer strongpoint has been identified nearby. Clear the position, survive four timed horde waves, then kill 4 zombies from the final push."
questAECArcherHordePOI_offer,quests,,false,"They've fortified a nearby site. Push in, clear it, and be ready when the warband comes back for it."
questAECArcherHordePOI_statement,quests,,false,"Take the strongpoint, hold four heavy reinforcement waves, then kill 4 zombies from the final push."
questAECArcherHordePOI_response,quests,,false,"Moving on the strongpoint now."
questAECArcherHordePOI_completion,quests,,false,"Strongpoint clear. Horde broken."
questAECDoomlordArcherHorde_name,quests,,false,"Mixed Horde - Doomlord & Archer"
questAECDoomlordArcherHorde_subtitle,quests,,false,"Break the Joint Warband"
questAECDoomlordArcherHorde_description,quests,,false,"Doomlord troops and Archer raiders are marching together in strength. Draw them in, survive four timed mixed waves, then kill 4 zombies from the final push."
questAECDoomlordArcherHorde_offer,quests,,false,"We've got a serious problem. Doomlord troops are advancing with Archer support in numbers. Set the trap and wipe the whole column."
questAECDoomlordArcherHorde_statement,quests,,false,"Expect four escalating mixed waves, then kill 4 zombies from the final push."
questAECDoomlordArcherHorde_response,quests,,false,"I'll break the joint warband."
questAECDoomlordArcherHorde_completion,quests,,false,"The mixed warband is down. That should slow them for a while."
questAECDoomlordArcherWarband_name,quests,,false,"Mixed Warband - Doomlord & Archer"
questAECDoomlordArcherWarband_subtitle,quests,,false,"Break the Five-Wave Warband"
questAECDoomlordArcherWarband_description,quests,,false,"A full mixed warband of Doomlord troops and Archer raiders is converging in the wilderness. Survive five escalating special-format waves and wipe them out."
questAECDoomlordArcherWarband_offer,quests,,false,"This one is bigger. Doomlord troops and Archer raiders are marching as a full warband. Draw them out and grind through all five waves."
questAECDoomlordArcherWarband_statement,quests,,false,"Expect a sustained mixed assault. Hold through five waves and kill every last raider."
questAECDoomlordArcherWarband_response,quests,,false,"I'll break the warband."
questAECDoomlordArcherWarband_completion,quests,,false,"The mixed warband is destroyed. Good field control."
questAECDoomlordArcherWarbandPOI_name,quests,,false,"Mixed Warband - Strongpoint"
questAECDoomlordArcherWarbandPOI_subtitle,quests,,false,"Hold the Strongpoint"
questAECDoomlordArcherWarbandPOI_description,quests,,false,"A nearby strongpoint is drawing a large mixed Doomlord and Archer response. Clear the site and survive five special-format counterattack waves."
questAECDoomlordArcherWarbandPOI_offer,quests,,false,"Take the position, then brace for a full mixed counterpush. This one will not stop after three waves."
questAECDoomlordArcherWarbandPOI_statement,quests,,false,"Clear the strongpoint first. Then hold it through five mixed waves."
questAECDoomlordArcherWarbandPOI_response,quests,,false,"Understood. I'll hold the position."
questAECDoomlordArcherWarbandPOI_completion,quests,,false,"The strongpoint held. The mixed warband is broken."
questAECArcherHunt_name,quests,,false,"Archer Boss Hunt"
questAECArcherHunt_subtitle,quests,,false,"Survive the Waves, Kill the Boss"
questAECArcherHunt_description,quests,,false,"Archer minions are screening their master. Survive six increasingly heavy minion waves, then kill the Archer Boss when it joins the fight."
questAECArcherHunt_offer,quests,,false,"The minions come first, but the real target is their leader. Break the waves and the Archer Boss will show itself."
questAECArcherHunt_statement,quests,,false,"Six pure Archer minion waves, then the boss. Stay alive long enough to finish the job."
questAECArcherHunt_response,quests,,false,"I'll bring the Archer Boss down."
questAECArcherHunt_completion,quests,,false,"The Archer Boss is dead. The hunt is over."
questAECArcherSiege_name,quests,,false,"Archer Boss Siege"
questAECArcherSiege_subtitle,quests,,false,"Hold the Site Against the Boss"
questAECArcherSiege_description,quests,,false,"An Archer siege is forming against a nearby position. Clear the site, survive six minion waves, then kill the Archer Boss."
questAECArcherSiege_offer,quests,,false,"This is a full siege. Push into the site, hold against the minion waves, and kill the Archer Boss when it arrives."
questAECArcherSiege_statement,quests,,false,"Take the site. Survive six waves. End the siege by killing the boss."
questAECArcherSiege_response,quests,,false,"Moving to the site now."
questAECArcherSiege_completion,quests,,false,"The siege is broken. Archer Boss eliminated."
questAECDoomlordArcherLastStand_name,quests,,false,"Last Stand - Doomlord & Archer"
questAECDoomlordArcherLastStand_subtitle,quests,,false,"Survive the Joint Final Assault"
questAECDoomlordArcherLastStand_description,quests,,false,"A final mixed offensive is building. Survive seven Doomlord and Archer waves, then defeat both bosses when they attack together."
questAECDoomlordArcherLastStand_offer,quests,,false,"This is the real endgame. Five mixed waves, then both the Doomlord and Archer bosses at once. If you take this, finish it."
questAECDoomlordArcherLastStand_statement,quests,,false,"Hold through seven heavy mixed waves. Then kill both bosses in the same fight."
questAECDoomlordArcherLastStand_response,quests,,false,"I'll hold and finish both of them."
questAECDoomlordArcherLastStand_completion,quests,,false,"Both bosses are down. The last stand is over."
questAECArcherMinionPatrol_obj_wave1,quests,,false,"Wave 1: Survive 60 seconds"
questAECArcherMinionPatrol_obj_wave2,quests,,false,"Wave 2: Survive 60 seconds"
questAECArcherMinionPatrol_obj_wave3,quests,,false,"Wave 3: Kill 2 zombies"
questAECDoomlordArcherMinionPatrol_obj_wave1,quests,,false,"Survive wave 1"
questAECDoomlordArcherMinionPatrol_obj_wave2,quests,,false,"Survive wave 2"
questAECDoomlordArcherMinionPatrol_obj_wave3,quests,,false,"Survive wave 3"
questAECArcherMinionAssault_obj_wave1,quests,,false,"Wave 1: Survive 60 seconds"
questAECArcherMinionAssault_obj_wave2,quests,,false,"Wave 2: Survive 60 seconds"
questAECArcherMinionAssault_obj_wave3,quests,,false,"Wave 3: Survive 60 seconds"

questAECArcherMinionAssault_obj_wave4,quests,,false,"Wave 4: Kill 3 zombies"

eventAECArcherAssaultWave4_msg,gameevents,,,The last Archer breach is on you. Kill 3 zombies to break the assault.
eventAECDoomlordArcherWave_MixedAssault4_msg,gameevents,,,The last mixed breach is on you. Kill 3 zombies to break the assault.
questAECDoomlordArcherMinionAssault_obj_wave1,quests,,false,"Survive wave 1"
questAECDoomlordArcherMinionAssault_obj_wave2,quests,,false,"Survive wave 2"
questAECDoomlordArcherMinionAssault_obj_wave3,quests,,false,"Survive wave 3"
questAECArcherHorde_obj_wave1,quests,,false,"Wave 1: Survive 60 seconds"
questAECArcherHorde_obj_wave2,quests,,false,"Wave 2: Survive 60 seconds"
questAECArcherHorde_obj_wave3,quests,,false,"Wave 3: Survive 60 seconds"

questAECArcherHorde_obj_wave4,quests,,false,"Wave 4: Survive 60 seconds"
questAECArcherHorde_obj_wave5,quests,,false,"Wave 5: Kill 4 zombies"
questAECDoomlordArcherHorde_obj_wave1,quests,,false,"Wave 1: Survive 60 seconds"
questAECDoomlordArcherHorde_obj_wave2,quests,,false,"Wave 2: Survive 60 seconds"
questAECDoomlordArcherHorde_obj_wave3,quests,,false,"Wave 3: Survive 60 seconds"

questAECDoomlordArcherHorde_obj_wave4,quests,,false,"Wave 4: Survive 60 seconds"
questAECDoomlordArcherHorde_obj_wave5,quests,,false,"Wave 5: Kill 4 zombies"
questAECDoomlordArcherWarband_obj_wave1,quests,,false,"Wave 1: Survive 80 seconds"
questAECDoomlordArcherWarband_obj_wave2,quests,,false,"Wave 2: Survive 80 seconds"
questAECDoomlordArcherWarband_obj_wave3,quests,,false,"Wave 3: Survive 80 seconds"
questAECDoomlordArcherWarband_obj_wave4,quests,,false,"Wave 4: Survive 80 seconds"
questAECDoomlordArcherWarband_obj_wave5,quests,,false,"Wave 5: Survive 80 seconds"
questAECArcherHunt_obj_wave1,quests,,false,"Wave 1: Survive 80 seconds"
questAECArcherHunt_obj_wave2,quests,,false,"Wave 2: Survive 80 seconds"
questAECArcherHunt_obj_wave3,quests,,false,"Wave 3: Survive 80 seconds"
questAECArcherHunt_obj_wave4,quests,,false,"Wave 4: Survive 80 seconds"
questAECArcherHunt_obj_wave5,quests,,false,"Wave 5: Survive 80 seconds"

questAECArcherHunt_obj_wave6,quests,,false,"Wave 6: Survive 80 seconds"
questAECArcherHunt_obj_kill,quests,,false,"Kill the Archer Boss"
questAECDoomlordArcherLastStand_obj_wave1,quests,,false,"Wave 1: Survive 80 seconds"
questAECDoomlordArcherLastStand_obj_wave2,quests,,false,"Wave 2: Survive 80 seconds"
questAECDoomlordArcherLastStand_obj_wave3,quests,,false,"Wave 3: Survive 80 seconds"
questAECDoomlordArcherLastStand_obj_wave4,quests,,false,"Wave 4: Survive 80 seconds"
questAECDoomlordArcherLastStand_obj_wave5,quests,,false,"Wave 5: Survive 80 seconds"
